"frame1","frame2","distance"
8,15,105
8,16,120
8,17,135
8,18,150
8,19,165
8,20,180
8,21,195
8,22,210
8,23,225
8,24,240
8,25,255
8,26,270
8,27,285
8,28,300
8,29,315
8,30,330
8,31,345
8,32,355.8791929854849
8,33,357.24641355792505
8,34,359.23529893372114
8,35,361.83559802761255
8,36,365.0342449688796
8,37,368.81567211820055
8,38,373.1621631409058
8,39,378.05422891431857
8,40,383.4709897762802
8,41,389.39054944875073
8,42,395.790348543266
8,43,402.6474885057648
8,44,409.93901985539264
8,45,417.6421913552317
8,46,425.73465914816
8,47,434.1946568072896
8,48,443.00112866673373
9,0,135
9,1,120
9,2,105
9,3,90
9,4,75
9,5,60
9,6,45
9,7,30
9,8,15
9,9,0
9,10,15
9,11,30
9,12,45
9,13,60
9,14,75
9,15,90
9,16,105
9,17,120
9,18,135
9,19,150
9,20,165
9,21,180
9,22,195
9,23,210
9,24,225
9,25,240
9,26,255
9,27,270
9,28,285
9,29,300
9,30,315
9,31,330
9,32,340.91787867461574
9,33,342.3448553724738
9,34,344.41980198589044
9,35,347.1310991541956
9,36,350.46397817750113
9,37,354.400902933387
9,38,358.92199709686224
9,39,364.0054944640259
9,40,369.6281915655244
9,41,375.7658845611187
9,42,382.39377609997786
9,43,389.48684188300894
9,44,397.0201506221063
9,45,404.96913462633177
9,46,413.3098111586513
9,47,422.0189569201839
9,48,431.07423954581185
10,0,150
10,1,135
10,2,120
10,3,105
10,4,90
10,5,75
10,6,60
10,7,45
10,8,30
10,9,15
10,10,0
10,11,15
10,12,30
10,13,45
10,14,60
10,15,75
10,16,90
10,17,105
10,18,120
10,19,135
10,20,150
10,21,165
10,22,180
10,23,195
10,24,210
10,25,225
10,26,240
10,27,255
10,28,270
10,29,285
10,30,300
10,31,315
10,32,325.96012026013244
10,33,327.4522866006588
10,34,329.6209944769902
10,35,332.4530041975858
10,36,335.9315406448165
10,37,340.03676271838606
10,38,344.74628351876396
10,39,350.03571246374275
10,40,355.8791929854849
10,41,362.2499137335991
10,42,369.120576505835
10,43,376.46380968162134
10,44,384.252521136817
10,45,392.4601890638081
10,46,401.06109260310956
10,47,410.03048667141815
10,48,419.3447269252351
11,0,165
11,1,150
11,2,135
11,3,120
11,4,105
11,5,90
11,6,75
11,7,60
11,8,45
11,9,30
11,10,15
11,11,0
11,12,15
11,13,30
11,14,45
11,15,60
11,16,75
11,17,90
11,18,105
11,19,120
11,20,135
11,21,150
11,22,165
11,23,180
11,24,195
11,25,210
11,26,225
11,27,240
11,28,255
11,29,270
11,30,285
11,31,300
11,32,311.0064308016797
11,33,312.5699921617557
11,34,314.8412298286233
11,35,317.80497164141406
11,36,321.4420632089086
11,37,325.7299494980466
11,38,330.6433123473088
11,39,336.1547262794322
11,40,342.23529917295207
11,41,348.85527085024813
11,42,355.9845502265513
11,43,363.59317925395686
11,44,371.6517186829626
11,45,380.13155617496426
11,46,389.00514135419854
11,47,398.24615503479754
11,48,407.82962128810607
12,0,180
12,1,165
12,2,150
12,3,135
12,4,120
12,5,105
12,6,90
12,7,75
12,8,60
12,9,45
12,10,30
12,11,15
12,12,0
12,13,15
12,14,30
12,15,45
12,16,60
12,17,75
12,18,90
12,19,105
12,20,120
12,21,135
12,22,150
12,23,165
12,24,180
12,25,195
12,26,210
12,27,225
12,28,240
12,29,255
12,30,270
12,31,285
12,32,296.05742686174926
12,33,297.6995129320839
12,34,300.0833217624732
12,35,303.1913587159106
12,36,307.001628660175
12,37,311.4883625434504
12,38,316.62280397975127
12,39,322.37400639629743
12,40,328.70959827787203
12,41,335.5964838909967
12,42,343.0014577228499
12,43,350.891721190455
12,44,359.23529893372114
12,45,368.00135869314397
12,46,377.1604433129222
12,47,386.6846260197061
12,48,396.547601177967
13,0,195
13,1,180
13,2,165
13,3,150
13,4,135
13,5,120
13,6,105
13,7,90
13,8,75
13,9,60
13,10,45
13,11,30
13,12,15
13,13,0
13,14,15
13,15,30
13,16,45
13,17,60
13,18,75
13,19,90
13,20,105
13,21,120
13,22,135
13,23,150
13,24,165
13,25,180
13,26,195
13,27,210
13,28,225
13,29,240
13,30,255
13,31,270
13,32,281.1138559374119
13,33,282.842712474619
13,34,285.3506614676055
13,35,288.61739379323626
13,36,292.61749776799064
13,37,297.3213749463701
13,38,302.6962173533062
13,39,308.70698080866265
13,40,315.3173005085512
13,41,322.49030993194197
13,42,330.1893396219811
13,43,338.3784863137726
13,44,347.02305398921266
13,45,356.08987629529713
13,46,365.54753452868476
13,47,375.3664875824692
13,48,385.5191305240247
14,0,210
14,1,195
14,2,180
14,3,165
14,4,150
14,5,135
14,6,120
14,7,105
14,8,90
14,9,75
14,10,60
14,11,45
14,12,30
14,13,15
14,14,0
14,15,15
14,16,30
14,17,45
14,18,60
14,19,75
14,20,90
14,21,105
14,22,120
14,23,135
14,24,150
14,25,165
14,26,180
14,27,195
14,28,210
14,29,225
14,30,240
14,31,255
14,32,266.1766330841233
14,33,268.00186566514793
14,34,270.64737205448716
14,35,274.0894014733149
14,36,278.29840100151495
14,37,283.24018076537095
14,38,288.87713651308576
14,39,295.16944286290885
14,40,302.0761493398643
14,41,309.5561338432821
14,42,317.56889016400834
14,43,326.0751447136074
14,44,335.0373113550191
14,45,344.41980198589044
14,46,354.18921496849674
14,47,364.3144246389374
14,48,374.7665940288702
15,0,225
15,1,210
15,2,195
15,3,180
15,4,165
15,5,150
15,6,135
15,7,120
15,8,105
15,9,90
15,10,75
15,11,60
15,12,45
15,13,30
15,14,15
15,15,0
15,16,15
15,17,30
15,18,45
15,19,60
15,20,75
15,21,90
15,22,105
15,23,120
15,24,135
15,25,150
15,26,165
15,27,180
15,28,195
15,29,210
15,30,225
15,31,240
15,32,251.24689052802225
15,33,253.17977802344325
15,34,255.9785147234041
15,35,259.61509971494337
15,36,264.0549185302179
15,37,269.2582403567252
15,38,275.1817581163403
15,39,281.7800560721074
15,40,289.0069203323685
15,41,296.8164415931166
15,42,305.16389039334257
15,43,314.00636936215164
15,44,323.3032632065442
15,45,333.01651610693426
15,46,343.11076928595526
15,47,353.5533905932738
15,48,364.3144246389374
16,0,240
16,1,225
16,2,210
16,3,195
16,4,180
16,5,165
16,6,150
16,7,135
16,8,120
16,9,105
16,10,90
16,11,75
16,12,60
16,13,45
16,14,30
16,15,15
16,16,0
16,17,15
16,18,30
16,19,45
16,20,60
16,21,75
16,22,90
16,23,105
16,24,120
16,25,135
16,26,150
16,27,165
16,28,180
16,29,195
16,30,210
16,31,225
16,32,236.32604596192948
16,33,238.37994882120435
16,34,241.3503677229434
16,35,245.20399670478457
16,36,249.899979991996
16,37,255.3918557824427
16,38,261.6295090390226
16,39,268.5609800399157
16,40,276.1340254296815
16,41,284.29737951659
16,42,293.00170647967224
16,43,302.2002647252315
16,44,311.8493225902535
16,45,321.90837205639747
16,46,332.34018715767735
16,47,343.11076928595526
16,48,354.18921496849674
17,0,255
17,1,240
17,2,225
17,3,210
17,4,195
17,5,180
17,6,165
17,7,150
17,8,135
17,9,120
17,10,105
17,11,90
17,12,75
17,13,60
17,14,45
17,15,30
17,16,15
17,17,0
17,18,15
17,19,30
17,20,45
17,21,60
17,22,75
17,23,90
17,24,105
17,25,120
17,26,135
17,27,150
17,28,165
17,29,180
17,30,195
17,31,210
17,32,221.41589825484527
17,33,223.60679774997897
17,34,226.77080940897133
17,35,230.8679276123039
17,36,235.8495283014151
17,37,241.66091947189145
17,38,248.2438317461282
17,39,255.53864678361276
17,40,263.48624252510797
17,41,272.02941017470886
17,42,281.1138559374119
17,43,290.68883707497264
17,44,300.70749907509787
17,45,311.1269837220809
17,46,321.90837205639747
17,47,333.01651610693426
17,48,344.41980198589044
18,0,270
18,1,255
18,2,240
18,3,225
18,4,210
18,5,195
18,6,180
18,7,165
18,8,150
18,9,135
18,10,120
18,11,105
18,12,90
18,13,75
18,14,60
18,15,45
18,16,30
18,17,15
18,18,0
18,19,15
18,20,30
18,21,45
18,22,60
18,23,75
18,24,90
18,25,105
18,26,120
18,27,135
18,28,150
18,29,165
18,30,180
18,31,195
18,32,206.51876428063383
18,33,208.86598574205422
18,34,212.24985276791125
18,35,216.6217902243447
18,36,221.92341021172146
18,37,228.08989455914087
18,38,235.05318547086316
18,39,242.7447218787671
18,40,251.09759058979438
18,41,260.0480724789169
18,42,269.5366394388711
18,43,279.5084971874737
18,44,289.9137802864845
18,45,300.70749907509787
18,46,311.8493225902535
18,47,323.3032632065442
18,48,335.0373113550191
19,0,285
19,1,270
19,2,255
19,3,240
19,4,225
19,5,210
19,6,195
19,7,180
19,8,165
19,9,150
19,10,135
19,11,120
19,12,105
19,13,90
19,14,75
19,15,60
19,16,45
19,17,30
19,18,15
19,19,0
19,20,15
19,21,30
19,22,45
19,23,60
19,24,75
19,25,90
19,26,105
19,27,120
19,28,135
19,29,150
19,30,165
19,31,180
19,32,191.637678967368
19,33,194.164878389476
19,34,197.80040444852483
19,35,202.48456731316588
19,36,208.1465829649865
19,37,214.7091055358389
19,38,222.0923231451281
19,39,230.21728866442677
19,40,239.0083680543424
19,41,248.39484696748443
19,42,258.3118270617898
19,43,268.70057685088807
19,44,279.5084971874737
19,45,290.68883707497264
19,46,302.2002647252315
19,47,314.00636936215164
19,48,326.0751447136074
20,0,300
20,1,285
20,2,270
20,3,255
20,4,240
20,5,225
20,6,210
20,7,195
20,8,180
20,9,165
20,10,150
20,11,135
20,12,120
20,13,105
20,14,90
20,15,75
20,16,60
20,17,45
20,18,30
20,19,15
20,20,0
20,21,15
20,22,30
20,23,45
20,24,60
20,25,75
20,26,90
20,27,105
20,28,120
20,29,135
20,30,150
20,31,165
20,32,176.7766952966369
20,33,179.51323071016242
20,34,183.43936327844142
20,35,188.48076824970764
20,36,194.5507645834372
20,37,201.55644370746373
20,38,209.40391591371923
20,39,218.0022935659164
20,40,227.26636354727023
20,41,237.11811402758752
20,42,247.48737341529164
20,43,258.3118270617898
20,44,269.5366394388711
20,45,281.1138559374119
20,46,293.00170647967224
20,47,305.16389039334257
20,48,317.56889016400834
21,0,315
21,1,300
21,2,285
21,3,270
21,4,255
21,5,240
21,6,225
21,7,210
21,8,195
21,9,180
21,10,165
21,11,150
21,12,135
21,13,120
21,14,105
21,15,90
21,16,75
21,17,60
21,18,45
21,19,30
21,20,15
21,21,0
21,22,15
21,23,30
21,24,45
21,25,60
21,26,75
21,27,90
21,28,105
21,29,120
21,30,135
21,31,150
21,32,161.94134740701648
21,33,164.92422502470643
21,34,169.1892431568863
21,35,174.64249196572982
21,36,181.1767093199344
21,37,188.67962264113208
21,38,197.0406049523803
21,39,206.15528128088303
21,40,215.92822881689185
21,41,226.27416997969522
21,42,237.11811402758752
21,43,248.39484696748443
21,44,260.0480724789169
21,45,272.02941017470886
21,46,284.29737951659
21,47,296.8164415931166
21,48,309.5561338432821
22,0,330
22,1,315
22,2,300
22,3,285
22,4,270
22,5,255
22,6,240
22,7,225
22,8,210
22,9,195
22,10,180
22,11,165
22,12,150
22,13,135
22,14,120
22,15,105
22,16,90
22,17,75
22,18,60
22,19,45
22,20,30
22,21,15
22,22,0
22,23,15
22,24,30
22,25,45
22,26,60
22,27,75
22,28,90
22,29,105
22,30,120
22,31,135
22,32,147.13938969562162
22,33,150.41608956491322
22,34,155.08062419270823
22,35,161.01242188104618
22,36,168.0773631397161
22,37,176.13914953808538
22,38,185.06755523321746
22,39,194.74342094150447
22,40,205.0609665440988
22,41,215.92822881689185
22,42,227.26636354727023
22,43,239.0083680543424
22,44,251.09759058979438
22,45,263.48624252510797
22,46,276.1340254296815
22,47,289.0069203323685
22,48,302.0761493398643
23,0,345
23,1,330
23,2,315
23,3,300
23,4,285
23,5,270
23,6,255
23,7,240
23,8,225
23,9,210
23,10,195
23,11,180
23,12,165
23,13,150
23,14,135
23,15,120
23,16,105
23,17,90
23,18,75
23,19,60
23,20,45
23,21,30
23,22,15
23,23,0
23,24,15
23,25,30
23,26,45
23,27,60
23,28,75
23,29,90
23,30,105
23,31,120
23,32,132.38202294873727
23,33,136.01470508735443
23,34,141.15594213493105
23,35,147.648230602334
23,36,155.32224567009067
23,37,164.01219466856725
23,38,173.5655495770978
23,39,183.84776310850236
23,40,194.74342094150447
23,41,206.15528128088303
23,42,218.0022935659164
23,43,230.21728866442677
23,44,242.7447218787671
23,45,255.53864678361276
23,46,268.5609800399157
23,47,281.7800560721074
23,48,295.16944286290885
24,0,360
24,1,345
24,2,330
24,3,315
24,4,300
24,5,285
24,6,270
24,7,255
24,8,240
24,9,225
24,10,210
24,11,195
24,12,180
24,13,165
24,14,150
24,15,135
24,16,120
24,17,105
24,18,90
24,19,75
24,20,60
24,21,45
24,22,30
24,23,15
24,24,0
24,25,15
24,26,30
24,27,45
24,28,60
24,29,75
24,30,90
24,31,105
24,32,117.6860229593982
24,33,121.75795661885921
24,34,127.47548783981962
24,35,134.6291201783626
24,36,143.0034964607509
24,37,152.3975065412817
24,38,162.63455967290594
24,39,173.5655495770978
24,40,185.06755523321746
24,41,197.0406049523803
24,42,209.40391591371923
24,43,222.0923231451281
24,44,235.05318547086316
24,45,248.2438317461282
24,46,261.6295090390226
24,47,275.1817581163403
24,48,288.87713651308576
25,0,375
25,1,360
25,2,345
25,3,330
25,4,315
25,5,300
25,6,285
25,7,270
25,8,255
25,9,240
25,10,225
25,11,210
25,12,195
25,13,180
25,14,165
25,15,150
25,16,135
25,17,120
25,18,105
25,19,90
25,20,75
25,21,60
25,22,45
25,23,30
25,24,15
25,25,0
25,26,15
25,27,30
25,28,45
25,29,60
25,30,75
25,31,90
25,32,103.07764064044152
25,33,107.70329614269008
25,34,114.12712210513327
25,35,122.06555615733703
25,36,131.24404748406687
25,37,141.4213562373095
25,38,152.3975065412817
25,39,164.01219466856725
25,40,176.13914953808538
25,41,188.67962264113208
25,42,201.55644370746373
25,43,214.7091055358389
25,44,228.08989455914087
25,45,241.66091947189145
25,46,255.3918557824427
25,47,269.2582403567252
25,48,283.24018076537095
26,0,390
26,1,375
26,2,360
26,3,345
26,4,330
26,5,315
26,6,300
26,7,285
26,8,270
26,9,255
26,10,240
26,11,225
26,12,210
26,13,195
26,14,180
26,15,165
26,16,150
26,17,135
26,18,120
26,19,105
26,20,90
26,21,75
26,22,60
26,23,45
26,24,30
26,25,15
26,26,0
26,27,15
26,28,30
26,29,45
26,30,60
26,31,75
26,32,88.60022573334675
26,33,93.94147114027967
26,34,101.24228365658294
26,35,110.11357772772621
26,36,120.20815280171308
26,37,131.24404748406687
26,38,143.0034964607509
26,39,155.32224567009067
26,40,168.0773631397161
26,41,181.1767093199344
26,42,194.5507645834372
26,43,208.1465829649865
26,44,221.92341021172146
26,45,235.8495283014151
26,46,249.899979991996
26,47,264.0549185302179
26,48,278.29840100151495
27,0,405
27,1,390
27,2,375
27,3,360
27,4,345
27,5,330
27,6,315
27,7,300
27,8,285
27,9,270
27,10,255
27,11,240
27,12,225
27,13,210
27,14,195
27,15,180
27,16,165
27,17,150
27,18,135
27,19,120
27,20,105
27,21,90
27,22,75
27,23,60
27,24,45
27,25,30
27,26,15
27,27,0
27,28,15
27,29,30
27,30,45
27,31,60
27,32,74.33034373659252
27,33,80.62257748298549
27,34,89.02246907382428
27,35,98.99494936611666
27,36,110.11357772772621
27,37,122.06555615733703
27,38,134.6291201783626
27,39,147.648230602334
27,40,161.01242188104618
27,41,174.64249196572982
27,42,188.48076824970764
27,43,202.48456731316588
27,44,216.6217902243447
27,45,230.8679276123039
27,46,245.20399670478457
27,47,259.61509971494337
27,48,274.0894014733149
28,0,420
28,1,405
28,2,390
28,3,375
28,4,360
28,5,345
28,6,330
28,7,315
28,8,300
28,9,285
28,10,270
28,11,255
28,12,240
28,13,225
28,14,210
28,15,195
28,16,180
28,17,165
28,18,150
28,19,135
28,20,120
28,21,105
28,22,90
28,23,75
28,24,60
28,25,45
28,26,30
28,27,15
28,28,0
28,29,15
28,30,30
28,31,45
28,32,60.41522986797286
28,33,68.00735254367721
28,34,77.78174593052023
28,35,89.02246907382428
28,36,101.24228365658294
28,37,114.12712210513327
28,38,127.47548783981962
28,39,141.15594213493105
28,40,155.08062419270823
28,41,169.1892431568863
28,42,183.43936327844142
28,43,197.80040444852483
28,44,212.24985276791125
28,45,226.77080940897133
28,46,241.3503677229434
28,47,255.9785147234041
28,48,270.64737205448716
29,0,435
29,1,420
29,2,405
29,3,390
29,4,375
29,5,360
29,6,345
29,7,330
29,8,315
29,9,300
29,10,285
29,11,270
29,12,255
29,13,240
29,14,225
29,15,210
29,16,195
29,17,180
29,18,165
29,19,150
29,20,135
29,21,120
29,22,105
29,23,90
29,24,75
29,25,60
29,26,45
29,27,30
29,28,15
29,29,0
29,30,15
29,31,30
29,32,47.16990566028302
29,33,56.568542494923804
29,34,68.00735254367721
29,35,80.62257748298549
29,36,93.94147114027967
29,37,107.70329614269008
29,38,121.75795661885921
29,39,136.01470508735443
29,40,150.41608956491322
29,41,164.92422502470643
29,42,179.51323071016242
29,43,194.164878389476
29,44,208.86598574205422
29,45,223.60679774997897
29,46,238.37994882120435
29,47,253.17977802344325
29,48,268.00186566514793
30,0,450
30,1,435
30,2,420
30,3,405
30,4,390
30,5,375
30,6,360
30,7,345
30,8,330
30,9,315
30,10,300
30,11,285
30,12,270
30,13,255
30,14,240
30,15,225
30,16,210
30,17,195
30,18,180
30,19,165
30,20,150
30,21,135
30,22,120
30,23,105
30,24,90
30,25,75
30,26,60
30,27,45
30,28,30
30,29,15
30,30,0
30,31,15
30,32,35.35533905932738
30,33,47.16990566028302
30,34,60.41522986797286
30,35,74.33034373659252
30,36,88.60022573334675
30,37,103.07764064044152
30,38,117.6860229593982
30,39,132.38202294873727
30,40,147.13938969562162
30,41,161.94134740701648
30,42,176.7766952966369
30,43,191.637678967368
30,44,206.51876428063383
30,45,221.41589825484527
30,46,236.32604596192948
30,47,251.24689052802225
30,48,266.1766330841233
31,0,465
31,1,450
31,2,435
31,3,420
31,4,405
31,5,390
31,6,375
31,7,360
31,8,345
31,9,330
31,10,315
31,11,300
31,12,285
31,13,270
31,14,255
31,15,240
31,16,225
31,17,210
31,18,195
31,19,180
31,20,165
31,21,150
31,22,135
31,23,120
31,24,105
31,25,90
31,26,75
31,27,60
31,28,45
31,29,30
31,30,15
31,31,0
31,32,26.92582403567252
31,33,41.23105625617661
31,34,55.90169943749474
31,35,70.71067811865476
31,36,85.58621384311844
31,37,100.4987562112089
31,38,115.43396380615195
31,39,130.38404810405297
31,40,145.34441853748632
31,41,160.31219541881399
31,42,175.28548142958104
31,43,190.26297590440447
31,44,205.24375751773792
31,45,220.22715545545242
31,46,235.2126697267815
31,47,250.19992006393608
31,48,265.1886121235224
32,0,475.6574397610112
32,1,460.6788469204984
32,2,445.70169396133105
32,3,430.7261310856354
32,4,415.7523301197481
32,5,400.7804885470349
32,6,385.8108344772085
32,7,370.84363281577316
32,8,355.8791929854849
32,9,340.91787867461574
32,10,325.96012026013244
32,11,311.0064308016797
32,12,296.05742686174926
32,13,281.1138559374119
32,14,266.1766330841233
32,15,251.24689052802225
32,16,236.32604596192948
32,17,221.41589825484527
32,18,206.51876428063383
32,19,191.637678967368
32,20,176.7766952966369
32,21,161.94134740701648
32,22,147.13938969562162
32,23,132.38202294873727
32,24,117.6860229593982
32,25,103.07764064044152
32,26,88.60022573334675
32,27,74.33034373659252
32,28,60.41522986797286
32,29,47.16990566028302
32,30,35.35533905932738
32,31,26.92582403567252
32,32,0
32,33,15
32,34,30
32,35,45
32,36,60
32,37,75
32,38,90
32,39,105
32,40,120
32,41,135
32,42,150
32,43,165
32,44,180
32,45,195
32,46,210
32,47,225
32,48,240
33,0,476.68123520860354
33,1,461.7358552246078
33,2,446.79413604030213
33,3,431.8564576337837
33,4,416.92325432865937
33,5,401.9950248448356
33,6,387.07234465923807
33,7,372.1558813185679
33,8,357.24641355792505
33,9,342.3448553724738
33,10,327.4522866006588
33,11,312.5699921617557
33,12,297.6995129320839
33,13,282.842712474619
33,14,268.00186566514793
33,15,253.17977802344325
33,16,238.37994882120435
33,17,223.60679774997897
33,18,208.86598574205422
33,19,194.164878389476
33,20,179.51323071016242
33,21,164.92422502470643
33,22,150.41608956491322
33,23,136.01470508735443
33,24,121.75795661885921
33,25,107.70329614269008
33,26,93.94147114027967
33,27,80.62257748298549
33,28,68.00735254367721
33,29,56.568542494923804
33,30,47.16990566028302
33,31,41.23105625617661
33,32,15
33,33,0
33,34,15
33,35,30
33,36,45
33,37,60
33,38,75
33,39,90
33,40,105
33,41,120
33,42,135
33,43,150
33,44,165
33,45,180
33,46,195
33,47,210
33,48,225
34,0,478.17360864020924
34,1,463.2763753959401
34,2,448.3859944289072
34,3,433.50317184537414
34,4,418.6287137786896
34,5,403.7635446644484
34,6,388.90872965260115
34,7,374.0655022853618
34,8,359.23529893372114
34,9,344.41980198589044
34,10,329.6209944769902
34,11,314.8412298286233
34,12,300.0833217624732
34,13,285.3506614676055
34,14,270.64737205448716
34,15,255.9785147234041
34,16,241.3503677229434
34,17,226.77080940897133
34,18,212.24985276791125
34,19,197.80040444852483
34,20,183.43936327844142
34,21,169.1892431568863
34,22,155.08062419270823
34,23,141.15594213493105
34,24,127.47548783981962
34,25,114.12712210513327
34,26,101.24228365658294
34,27,89.02246907382428
34,28,77.78174593052023
