"frame1","frame2","distance"
34,29,68.00735254367721
34,30,60.41522986797286
34,31,55.90169943749474
34,32,30
34,33,15
34,34,0
34,35,15
34,36,30
34,37,45
34,38,60
34,39,75
34,40,90
34,41,105
34,42,120
34,43,135
34,44,150
34,45,165
34,46,180
34,47,195
34,48,210
35,0,480.13019067748695
35,1,465.29560496527364
35,2,450.4719747109691
35,3,435.6604182158393
35,4,420.86221023037933
35,5,406.07881008493905
35,6,391.3118960624632
35,7,376.5634076752546
35,8,361.83559802761255
35,9,347.1310991541956
35,10,332.4530041975858
35,11,317.80497164141406
35,12,303.1913587159106
35,13,288.61739379323626
35,14,274.0894014733149
35,15,259.61509971494337
35,16,245.20399670478457
35,17,230.8679276123039
35,18,216.6217902243447
35,19,202.48456731316588
35,20,188.48076824970764
35,21,174.64249196572982
35,22,161.01242188104618
35,23,147.648230602334
35,24,134.6291201783626
35,25,122.06555615733703
35,26,110.11357772772621
35,27,98.99494936611666
35,28,89.02246907382428
35,29,80.62257748298549
35,30,74.33034373659252
35,31,70.71067811865476
35,32,45
35,33,30
35,34,15
35,35,0
35,36,15
35,37,30
35,38,45
35,39,60
35,40,75
35,41,90
35,42,105
35,43,120
35,44,135
35,45,150
35,46,165
35,47,180
35,48,195
36,0,482.5453346577915
36,1,467.78734484806233
36,2,453.0452516029718
36,3,438.32065887886233
36,4,423.6153915995027
36,5,408.93153461184676
36,6,394.27148007432646
36,7,379.63798545456433
36,8,365.0342449688796
36,9,350.46397817750113
36,10,335.9315406448165
36,11,321.4420632089086
36,12,307.001628660175
36,13,292.61749776799064
36,14,278.29840100151495
36,15,264.0549185302179
36,16,249.899979991996
36,17,235.8495283014151
36,18,221.92341021172146
36,19,208.1465829649865
36,20,194.5507645834372
36,21,181.1767093199344
36,22,168.0773631397161
36,23,155.32224567009067
36,24,143.0034964607509
36,25,131.24404748406687
36,26,120.20815280171308
36,27,110.11357772772621
36,28,101.24228365658294
36,29,93.94147114027967
36,30,88.60022573334675
36,31,85.58621384311844
36,32,60
36,33,45
36,34,30
36,35,15
36,36,0
36,37,15
36,38,30
36,39,45
36,40,60
36,41,75
36,42,90
36,43,105
36,44,120
36,45,135
36,46,150
36,47,165
36,48,180
37,0,485.41219597368996
37,1,470.7440918375928
37,2,456.0975772792484
37,3,441.47480109288233
37,4,426.8782027698299
37,5,412.31056256176606
37,6,397.77506206397607
37,7,383.275357934736
37,8,368.81567211820055
37,9,354.400902933387
37,10,340.03676271838606
37,11,325.7299494980466
37,12,311.4883625434504
37,13,297.3213749463701
37,14,283.24018076537095
37,15,269.2582403567252
37,16,255.3918557824427
37,17,241.66091947189145
37,18,228.08989455914087
37,19,214.7091055358389
37,20,201.55644370746373
37,21,188.67962264113208
37,22,176.13914953808538
37,23,164.01219466856725
37,24,152.3975065412817
37,25,141.4213562373095
37,26,131.24404748406687
37,27,122.06555615733703
37,28,114.12712210513327
37,29,107.70329614269008
37,30,103.07764064044152
37,31,100.4987562112089
37,32,75
37,33,60
37,34,45
37,35,30
37,36,15
37,37,0
37,38,15
37,39,30
37,40,45
37,41,60
37,42,75
37,43,90
37,44,105
37,45,120
37,46,135
37,47,150
37,48,165
38,0,488.72282533149604
38,1,474.157146946031
38,2,459.6194077712559
38,3,445.1123453691214
38,4,430.6390600026895
38,5,416.20307543313515
38,6,401.8084120572888
38,7,387.45967532118743
38,8,373.1621631409058
38,9,358.92199709686224
38,10,344.74628351876396
38,11,330.6433123473088
38,12,316.62280397975127
38,13,302.6962173533062
38,14,288.87713651308576
38,15,275.1817581163403
38,16,261.6295090390226
38,17,248.2438317461282
38,18,235.05318547086316
38,19,222.0923231451281
38,20,209.40391591371923
38,21,197.0406049523803
38,22,185.06755523321746
38,23,173.5655495770978
38,24,162.63455967290594
38,25,152.3975065412817
38,26,143.0034964607509
38,27,134.6291201783626
38,28,127.47548783981962
38,29,121.75795661885921
38,30,117.6860229593982
38,31,115.43396380615195
38,32,90
38,33,75
38,34,60
38,35,45
38,36,30
38,37,15
38,38,0
38,39,15
38,40,30
38,41,45
38,42,60
38,43,75
38,44,90
38,45,105
38,46,120
38,47,135
38,48,150
39,0,492.4682730897494
39,1,478.0167361086848
39,2,463.6000431406365
39,3,449.22154890432404
39,4,434.8850422812907
39,5,420.5948168962618
39,6,406.3557554655772
39,7,392.17343102255154
39,8,378.05422891431857
39,9,364.0054944640259
39,10,350.03571246374275
39,11,336.1547262794322
39,12,322.37400639629743
39,13,308.70698080866265
39,14,295.16944286290885
39,15,281.7800560721074
39,16,268.5609800399157
39,17,255.53864678361276
39,18,242.7447218787671
39,19,230.21728866442677
39,20,218.0022935659164
39,21,206.15528128088303
39,22,194.74342094150447
39,23,183.84776310850236
39,24,173.5655495770978
39,25,164.01219466856725
39,26,155.32224567009067
39,27,147.648230602334
39,28,141.15594213493105
39,29,136.01470508735443
39,30,132.38202294873727
39,31,130.38404810405297
39,32,105
39,33,90
39,34,75
39,35,60
39,36,45
39,37,30
39,38,15
39,39,0
39,40,15
39,41,30
39,42,45
39,43,60
39,44,75
39,45,90
39,46,105
39,47,120
39,48,135
40,0,496.63870167356066
40,1,482.3121395942673
40,2,468.0277769534625
40,3,453.7895988230669
40,4,439.6020928066653
40,5,425.47032799009617
40,6,411.40004861448426
40,7,397.3977856002723
40,8,383.4709897762802
40,9,369.6281915655244
40,10,355.8791929854849
40,11,342.23529917295207
40,12,328.70959827787203
40,13,315.3173005085512
40,14,302.0761493398643
40,15,289.0069203323685
40,16,276.1340254296815
40,17,263.48624252510797
40,18,251.09759058979438
40,19,239.0083680543424
40,20,227.26636354727023
40,21,215.92822881689185
40,22,205.0609665440988
40,23,194.74342094150447
40,24,185.06755523321746
40,25,176.13914953808538
40,26,168.0773631397161
40,27,161.01242188104618
40,28,155.08062419270823
40,29,150.41608956491322
40,30,147.13938969562162
40,31,145.34441853748632
40,32,120
40,33,105
40,34,90
40,35,75
40,36,60
40,37,45
40,38,30
40,39,15
40,40,0
40,41,15
40,42,30
40,43,45
40,44,60
40,45,75
40,46,90
40,47,105
40,48,120
41,0,501.22350304031033
41,1,487.03182647543684
41,2,472.8900506460249
41,3,458.8027898781785
41,4,444.7752241301217
41,5,430.8131845707603
41,6,416.92325432865937
41,7,403.11288741492746
41,8,389.39054944875073
41,9,375.7658845611187
41,10,362.2499137335991
41,11,348.85527085024813
41,12,335.5964838909967
41,13,322.49030993194197
41,14,309.5561338432821
41,15,296.8164415931166
41,16,284.29737951659
41,17,272.02941017470886
41,18,260.0480724789169
41,19,248.39484696748443
41,20,237.11811402758752
41,21,226.27416997969522
41,22,215.92822881689185
41,23,206.15528128088303
41,24,197.0406049523803
41,25,188.67962264113208
41,26,181.1767093199344
41,27,174.64249196572982
41,28,169.1892431568863
41,29,164.92422502470643
41,30,161.94134740701648
41,31,160.31219541881399
41,32,135
41,33,120
41,34,105
41,35,90
41,36,75
41,37,60
41,38,45
41,39,30
41,40,15
41,41,0
41,42,15
41,43,30
41,44,45
41,45,60
41,46,75
41,47,90
41,48,105
42,0,506.2114182829147
42,1,492.16359068911225
42,2,478.17360864020924
42,3,464.24670165764235
42,4,450.3887209955418
42,5,436.6062299143245
42,6,422.90660907581
42,7,409.2981798151563
42,8,395.790348543266
42,9,382.39377609997786
42,10,369.120576505835
42,11,355.9845502265513
42,12,343.0014577228499
42,13,330.1893396219811
42,14,317.56889016400834
42,15,305.16389039334257
42,16,293.00170647967224
42,17,281.1138559374119
42,18,269.5366394388711
42,19,258.3118270617898
42,20,247.48737341529164
42,21,237.11811402758752
42,22,227.26636354727023
42,23,218.0022935659164
42,24,209.40391591371923
42,25,201.55644370746373
42,26,194.5507645834372
42,27,188.48076824970764
42,28,183.43936327844142
42,29,179.51323071016242
42,30,176.7766952966369
42,31,175.28548142958104
42,32,150
42,33,135
42,34,120
42,35,105
42,36,90
42,37,75
42,38,60
42,39,45
42,40,30
42,41,15
42,42,0
42,43,15
42,44,30
42,45,45
42,46,60
42,47,75
42,48,90
43,0,511.5906566777779
43,1,497.69468552517213
43,2,483.86465049639656
43,3,470.1063709417263
43,4,456.4263357870578
43,5,442.83179650969055
43,6,429.33087473416117
43,7,415.9326868617084
43,8,402.6474885057648
43,9,389.48684188300894
43,10,376.46380968162134
43,11,363.59317925395686
43,12,350.891721190455
43,13,338.3784863137726
43,14,326.0751447136074
43,15,314.00636936215164
43,16,302.2002647252315
43,17,290.68883707497264
43,18,279.5084971874737
43,19,268.70057685088807
43,20,258.3118270617898
43,21,248.39484696748443
43,22,239.0083680543424
43,23,230.21728866442677
43,24,222.0923231451281
43,25,214.7091055358389
43,26,208.1465829649865
43,27,202.48456731316588
43,28,197.80040444852483
43,29,194.164878389476
43,30,191.637678967368
43,31,190.26297590440447
43,32,165
43,33,150
43,34,135
43,35,120
43,36,105
43,37,90
43,38,75
43,39,60
43,40,45
43,41,30
43,42,15
43,43,0
43,44,15
43,45,30
43,46,45
43,47,60
43,48,75
44,0,517.3490117899134
44,1,503.6119537898202
44,2,489.9489769353539
44,3,476.366455578056
44,4,462.87147244132467
44,5,449.47191235938203
44,6,436.1765697512878
44,7,422.9952718411874
44,8,409.93901985539264
44,9,397.0201506221063
44,10,384.252521136817
44,11,371.6517186829626
44,12,359.23529893372114
44,13,347.02305398921266
44,14,335.0373113550191
44,15,323.3032632065442
44,16,311.8493225902535
44,17,300.70749907509787
44,18,289.9137802864845
44,19,279.5084971874737
44,20,269.5366394388711
44,21,260.0480724789169
44,22,251.09759058979438
44,23,242.7447218787671
44,24,235.05318547086316
44,25,228.08989455914087
44,26,221.92341021172146
44,27,216.6217902243447
44,28,212.24985276791125
44,29,208.86598574205422
44,30,206.51876428063383
44,31,205.24375751773792
44,32,180
44,33,165
44,34,150
44,35,135
44,36,120
44,37,105
44,38,90
44,39,75
44,40,60
44,41,45
44,42,30
44,43,15
44,44,0
44,45,15
44,46,30
44,47,45
44,48,60
45,0,523.4739726099092
45,1,509.9019513592785
45,2,496.4121271685453
45,3,483.01138702933287
45,4,469.7073557013984
45,5,456.50848842053307
45,6,443.42417615642023
45,7,430.4648650006177
45,8,417.6421913552317
45,9,404.96913462633177
45,10,392.4601890638081
45,11,380.13155617496426
45,12,368.00135869314397
45,13,356.08987629529713
45,14,344.41980198589044
45,15,333.01651610693426
45,16,321.90837205639747
45,17,311.1269837220809
45,18,300.70749907509787
45,19,290.68883707497264
45,20,281.1138559374119
45,21,272.02941017470886
45,22,263.48624252510797
45,23,255.53864678361276
45,24,248.2438317461282
45,25,241.66091947189145
45,26,235.8495283014151
45,27,230.8679276123039
45,28,226.77080940897133
45,29,223.60679774997897
45,30,221.41589825484527
45,31,220.22715545545242
45,32,195
45,33,180
45,34,165
45,35,150
45,36,135
45,37,120
45,38,105
45,39,90
45,40,75
45,41,60
45,42,45
45,43,30
45,44,15
45,45,0
45,46,15
45,47,30
45,48,45
46,0,529.9528280894442
46,1,516.5510623355642
46,2,503.23950560344525
46,3,490.02550954006466
46,4,476.9171835864168
46,5,463.9234850705448
46,6,451.0543204537564
46,7,438.32065887886233
46,8,425.73465914816
46,9,413.3098111586513
46,10,401.06109260310956
46,11,389.00514135419854
46,12,377.1604433129222
46,13,365.54753452868476
46,14,354.18921496849674
46,15,343.11076928595526
46,16,332.34018715767735
46,17,321.90837205639747
46,18,311.8493225902535
46,19,302.2002647252315
46,20,293.00170647967224
46,21,284.29737951659
46,22,276.1340254296815
46,23,268.5609800399157
46,24,261.6295090390226
46,25,255.3918557824427
46,26,249.899979991996
46,27,245.20399670478457
46,28,241.3503677229434
46,29,238.37994882120435
46,30,236.32604596192948
46,31,235.2126697267815
46,32,210
46,33,195
46,34,180
46,35,165
46,36,150
46,37,135
46,38,120
46,39,105
46,40,90
46,41,75
46,42,60
46,43,45
46,44,30
46,45,15
46,46,0
46,47,15
46,48,30
47,0,536.7727638395972
47,1,523.545604508337
47,2,510.4164965986111
47,3,497.3932046178355
47,4,484.48426187029025
47,5,471.6990566028302
47,6,459.04792778096714
47,7,446.5422712353221
47,8,434.1946568072896
47,9,422.0189569201839
47,10,410.03048667141815
47,11,398.24615503479754
47,12,386.6846260197061
47,13,375.3664875824692
47,14,364.3144246389374
47,15,353.5533905932738
47,16,343.11076928595526
47,17,333.01651610693426
47,18,323.3032632065442
47,19,314.00636936215164
47,20,305.16389039334257
47,21,296.8164415931166
47,22,289.0069203323685
47,23,281.7800560721074
47,24,275.1817581163403
47,25,269.2582403567252
47,26,264.0549185302179
47,27,259.61509971494337
47,28,255.9785147234041
47,29,253.17977802344325
47,30,251.24689052802225
47,31,250.19992006393608
47,32,225
47,33,210
47,34,195
47,35,180
47,36,165
47,37,150
47,38,135
47,39,120
47,40,105
47,41,90
47,42,75
47,43,60
47,44,45
47,45,30
47,46,15
47,47,0
47,48,15
48,0,543.9209501388966
48,1,530.8719242905958
48,2,517.9285665031424
48,3,505.0990001969911
48,4,492.3921201644072
48,5,479.8176737053357
48,6,467.38634982207174
48,7,455.1098768429444
48,8,443.00112866673373
48,9,431.07423954581185
48,10,419.3447269252351
48,11,407.82962128810607
48,12,396.547601177967
48,13,385.5191305240247
48,14,374.7665940288702
48,15,364.3144246389374
48,16,354.18921496849674
48,17,344.41980198589044
48,18,335.0373113550191
48,19,326.0751447136074
48,20,317.56889016400834
48,21,309.5561338432821
48,22,302.0761493398643
48,23,295.16944286290885
48,24,288.87713651308576
48,25,283.24018076537095
48,26,278.29840100151495
48,27,274.0894014733149
48,28,270.64737205448716
48,29,268.00186566514793
48,30,266.1766330841233
48,31,265.1886121235224
48,32,240
48,33,225
48,34,210
48,35,195
48,36,180
48,37,165
48,38,150
48,39,135
48,40,120
48,41,105
48,42,90
48,43,75
48,44,60
48,45,45
48,46,30
48,47,15
48,48,0
